,Xg,Yg,Zg,Xgd,Ygd,Zgd,Xa,Ya,Za,Xad,Yad,Zad,Direction,Sensortime,Time,Label
0,-0.01,-0.02,0.01,0,0,0,-7.97,5.31,2.03,0,0,0,0.42,4561945,0,T
1,-0.01,-0.02,0.01,-0.01,0.01,0,-7.97,5.31,2.03,0,0,0,0.42,4561983,38,T
2,0,-0.03,0.01,0,0,0,-7.97,5.31,2.03,-0.04,0,-0.04,0.42,4562022,77,T
3,0,-0.03,0.01,0,0,0,-7.93,5.31,2.07,0.04,0,0.04,0.42,4562061,116,T
4,0,-0.03,0.01,0,0,0,-7.97,5.31,2.03,0,0,0,0.42,4562101,156,T
5,0,-0.03,0.01,0,-0.02,0.01,-7.97,5.31,2.03,0,0,0,0.42,4562139,194,T
6,0,-0.01,0,0,0,0,-7.97,5.31,2.03,0,-0.04,0,0.42,4562179,234,T
7,0,-0.01,0,0,-0.01,-0.01,-7.97,5.35,2.03,0,0,0,0.42,4562219,274,T
8,0,0,0.01,0,0,0,-7.97,5.35,2.03,-0.04,0.04,-0.04,0.42,4562257,312,T
9,0,0,0.01,0,0,0,-7.93,5.31,2.07,0.04,0,0.04,0.42,4562297,352,T
10,0,0,0.01,-0.01,0,0,-7.97,5.31,2.03,0,0,0,0.42,4562335,390,T
11,0.01,0,0.01,0,-0.01,0,-7.97,5.31,2.03,0,0,0,0.42,4562376,431,T
12,0.01,0.01,0.01,0,0,0,-7.97,5.31,2.03,0,-0.04,0,0.42,4562415,470,T
13,0.01,0.01,0.01,0,0,0,-7.97,5.35,2.03,-0.04,0,-0.04,0.42,4562454,509,W
14,0.01,0.01,0.01,0,0,0,-7.93,5.35,2.07,0,0,0.04,0.42,4562492,547,W
15,0.01,0.01,0.01,0,-0.02,0,-7.93,5.35,2.03,0,0,0,0.42,4562529,584,W
16,0.01,0.03,0.01,-0.01,-0.01,0,-7.93,5.35,2.03,0,0,0,0.42,4562569,624,W
17,0.02,0.04,0.01,0,0,0,-7.93,5.35,2.03,0,-0.04,0.04,0.42,4562608,663,W
18,0.02,0.04,0.01,0,0,0,-7.93,5.39,1.99,0,0,0,0.42,4562646,701,W
19,0.02,0.04,0.01,-0.03,-0.02,-0.02,-7.93,5.39,1.99,0,0,0,0.42,4562683,738,W
20,0.05,0.06,0.03,0.14,0.04,0.01,-7.93,5.39,1.99,0,0,0,0.42,4562721,776,W
21,-0.09,0.02,0.02,0,0,0,-7.93,5.39,1.99,-0.08,-0.04,0.11,0.42,4562760,815,W
22,-0.09,0.02,0.02,0,0,0,-7.85,5.43,1.88,0.04,-0.07,0.2,0.42,4562799,854,W
23,-0.09,0.02,0.02,-0.22,-0.39,-0.04,-7.89,5.5,1.68,0,0,0,0.42,4562836,891,W
24,0.13,0.41,0.06,-0.08,0.13,0.08,-7.89,5.5,1.68,0,0,0,0.42,4562877,932,W
25,0.21,0.28,-0.02,0,0,0,-7.89,5.5,1.68,0.08,-0.08,0.34,0.42,4562916,971,W
26,0.21,0.28,-0.02,0,0,0,-7.97,5.58,1.34,-0.04,0.04,-0.07,0.42,4562955,1010,W
27,0.21,0.28,-0.02,0,0,0,-7.93,5.54,1.41,0.15,0.04,0.3,0.42,4562995,1050,W
28,0.21,0.28,-0.02,0.17,0.22,-0.07,-8.08,5.5,1.11,0,0,0,0.42,4563033,1088,W
29,0.04,0.06,0.05,0.04,0.07,-0.06,-8.08,5.5,1.11,0,0,0,0.42,4563072,1127,W
30,0,-0.01,0.11,0,0,0,-8.08,5.5,1.11,-0.11,-0.12,-0.07,0.42,4563109,1164,W
31,0,-0.01,0.11,0,0,0,-7.97,5.62,1.18,-0.04,-0.08,-0.04,0.42,4563149,1204,W
32,0,-0.01,0.11,0.09,0.15,-0.08,-7.93,5.7,1.22,0,0,0,0.42,4563187,1242,W
33,-0.09,-0.16,0.19,-0.07,0.05,-0.09,-7.93,5.7,1.22,0,0,0,0.42,4563227,1282,W
34,-0.02,-0.21,0.28,0,0,0,-7.93,5.7,1.22,-0.11,-0.22,-0.12,0.42,4563267,1322,W
35,-0.02,-0.21,0.28,0,0,0,-7.82,5.92,1.34,-0.12,0,-0.15,0.42,4563307,1362,W
36,-0.02,-0.21,0.28,0,0,0,-7.7,5.92,1.49,0.54,-0.5,0.96,0.42,4563348,1403,W
37,-0.02,-0.21,0.28,0.96,1.86,-0.62,-8.24,6.42,0.53,0,0,0,0.42,4563386,1441,W
38,-0.98,-2.07,0.9,0,0,0,-8.24,6.42,0.53,3.52,-1.19,-3.83,0.42,4563426,1481,W
39,-0.98,-2.07,0.9,0,0,0,-11.76,7.61,4.36,3.14,-2.41,-1.65,0.42,4563466,1521,W
40,-0.98,-2.07,0.9,0,0,0,-14.9,10.02,6.01,-5.55,6.01,4.83,0.42,4563506,1561,W
41,-0.98,-2.07,0.9,0,0,0,-9.35,4.01,1.18,0.19,-1.95,-0.58,0.42,4563547,1602,W
42,-0.98,-2.07,0.9,-1.73,0.6,0.6,-9.54,5.96,1.76,0,0,0,0.42,4563585,1640,W
43,0.75,-2.67,0.3,-0.13,-1.69,0.68,-9.54,5.96,1.76,0,0,0,0.42,4563625,1680,W
44,0.88,-0.98,-0.38,0,0,0,-9.54,5.96,1.76,-4.6,2.37,1.07,0.42,4563664,1719,W
45,0.88,-0.98,-0.38,0,0,0,-4.94,3.59,0.69,-0.3,-0.57,-0.69,0.42,4563703,1758,W
46,0.88,-0.98,-0.38,0,0,0,-4.64,4.16,1.38,-0.66,-0.19,-0.15,0.42,4563742,1797,W
47,0.88,-0.98,-0.38,1.16,-1.67,1.99,-3.98,4.35,1.53,0,0,0,0.42,4563780,1835,W
48,-0.28,0.69,-2.37,0.1,-0.42,0.15,-3.98,4.35,1.53,0,0,0,0.42,4563820,1875,W
49,-0.38,1.11,-2.52,0,0,0,-3.98,4.35,1.53,1.46,-3.26,-1.57,0.42,4563858,1913,W
50,-0.38,1.11,-2.52,0,0,0,-5.44,7.61,3.1,-0.38,-2.41,-1.34,0.42,4563898,1953,W
51,-0.38,1.11,-2.52,-0.32,0.86,0.08,-5.06,10.02,4.44,0,0,0,0.42,4563936,1991,W
52,-0.06,0.25,-2.6,0.25,-0.59,-0.71,-5.06,10.02,4.44,0,0,0,0.42,4563977,2032,W
53,-0.31,0.84,-1.89,0,0,0,-5.06,10.02,4.44,4.75,-2.87,2.18,0.42,4564017,2072,W
54,-0.31,0.84,-1.89,0,0,0,-9.81,12.89,2.26,1.34,4.17,-1.8,0.42,4564058,2113,W
55,-0.31,0.84,-1.89,0,0,0,-11.15,8.72,4.06,-1.38,3.68,4.52,0.42,4564099,2154,W
56,-0.31,0.84,-1.89,0.2,0.76,-2.1,-9.77,5.04,-0.46,0,0,0,0.42,4564136,2191,W
57,-0.51,0.08,0.21,0,0,0,-9.77,5.04,-0.46,-1.04,0.31,-1.41,0.42,4564177,2232,W
58,-0.51,0.08,0.21,-0.28,-0.3,-0.39,-8.73,4.73,0.95,0,0,0,0.42,4564217,2272,W
59,-0.23,0.38,0.6,0,0,0,-8.73,4.73,0.95,-0.11,-0.16,0.57,0.42,4564257,2312,W
60,-0.23,0.38,0.6,0,0,0,-8.62,4.89,0.38,-0.16,0.04,-0.34,0.42,4564296,2351,W
61,-0.23,0.38,0.6,0.01,0.4,0.09,-8.46,4.85,0.72,0,0,0,0.42,4564334,2389,W
62,-0.24,-0.02,0.51,-0.01,0.25,0.1,-8.46,4.85,0.72,0,0,0,0.42,4564374,2429,W
63,-0.23,-0.27,0.41,0,0,0,-8.46,4.85,0.72,-0.42,-0.42,-0.46,0.42,4564414,2469,W
64,-0.23,-0.27,0.41,0,0,0,-8.04,5.27,1.18,0.12,-0.12,0.19,0.42,4564453,2508,W
65,-0.23,-0.27,0.41,0,0,0,-8.16,5.39,0.99,0,-0.04,0.27,0.42,4564492,2547,W
66,-0.23,-0.27,0.41,-0.09,0.09,0.03,-8.16,5.43,0.72,0,0,0,0.42,4564530,2585,W
67,-0.14,-0.36,0.38,0.12,0.19,-0.22,-8.16,5.43,0.72,0,0,0,0.42,4564570,2625,W
68,-0.26,-0.55,0.6,0,0,0,-8.16,5.43,0.72,-2.57,0.54,-1.77,0.42,4564609,2664,W
69,-0.26,-0.55,0.6,0,0,0,-5.59,4.89,2.49,-4.71,-1.65,1.57,0.42,4564648,2703,W
70,-0.26,-0.55,0.6,-1.32,1.29,-1.86,-0.88,6.54,0.92,0,0,0,0.42,4564686,2741,W
71,1.06,-1.84,2.46,1.95,0.91,-2.19,-0.88,6.54,0.92,0,0,0,0.42,4564726,2781,W
72,-0.89,-2.75,4.65,0,0,0,-0.88,6.54,0.92,18.24,-0.5,1.23,0.42,4564765,2820,W
73,-0.89,-2.75,4.65,0,0,0,-19.12,7.04,-0.31,-12.19,3.72,2.76,0.42,4564804,2859,W
74,-0.89,-2.75,4.65,0,0,0,-6.93,3.32,-3.07,-1.3,-7.89,-4.95,0.42,4564845,2900,W
75,-0.89,-2.75,4.65,0.57,-2.04,3.98,-5.63,11.21,1.88,0,0,0,0.42,4564884,2939,W
76,-1.46,-0.71,0.67,0,0,0,-5.63,11.21,1.88,-4.63,10.46,3.34,0.42,4564925,2980,W
77,-1.46,-0.71,0.67,0,0,0,-1,0.75,-1.46,-0.12,2.41,-1.53,0.42,4564965,3020,W
78,-1.46,-0.71,0.67,0,0,0,-0.88,-1.66,0.07,3.68,-1.38,-1.23,0.42,4565007,3062,W
79,-1.46,-0.71,0.67,0,0,0,-4.56,-0.28,1.3,1.42,-2.8,-0.42,0.42,4565047,3102,W
80,-1.46,-0.71,0.67,-1.01,-0.55,4.88,-5.98,2.52,1.72,0,0,0,0.42,4565085,3140,W
81,-0.45,-0.16,-4.21,-0.25,-0.28,0.46,-5.98,2.52,1.72,0,0,0,0.42,4565126,3181,W
82,-0.2,0.12,-4.67,0,0,0,-5.98,2.52,1.72,4.44,-13.52,1.92,0.42,4565167,3222,W
83,-0.2,0.12,-4.67,0,0,0,-10.42,16.04,-0.2,-1.76,-7.69,0.38,0.42,4565206,3261,W
84,-0.2,0.12,-4.67,0,0,0,-8.66,23.73,-0.58,-7.16,-1.27,0.69,0.42,4565248,3303,W
85,-0.2,0.12,-4.67,-0.6,0.02,-3.59,-1.5,25,-1.27,0,0,0,0.42,4565286,3341,W
86,0.4,0.1,-1.08,1.75,0.59,-1.7,-1.5,25,-1.27,0,0,0,0.42,4565327,3382,W
87,-1.35,-0.49,0.62,0,0,0,-1.5,25,-1.27,5.43,21.37,-1.69,0.42,4565368,3423,W
88,-1.35,-0.49,0.62,0,0,0,-6.93,3.63,0.42,1.77,-0.76,-1.53,0.42,4565409,3464,W
89,-1.35,-0.49,0.62,0,0,0,-8.7,4.39,1.95,0.03,0.27,1.26,0.42,4565449,3504,W
90,-1.35,-0.49,0.62,-1.42,-0.93,-0.08,-8.73,4.12,0.69,0,0,0,0.42,4565487,3542,W
91,0.07,0.44,0.7,0,0,0,-8.73,4.12,0.69,-0.38,-1,0.16,0.42,4565527,3582,W
92,0.07,0.44,0.7,0.11,0.34,0.24,-8.35,5.12,0.53,0,0,0,0.42,4565567,3622,W
93,-0.04,0.1,0.46,0,0,0,-8.35,5.12,0.53,0.11,0.12,0.03,0.42,4565606,3661,W
94,-0.04,0.1,0.46,0,0,0,-8.46,5,0.5,-0.19,-0.2,0.23,0.42,4565646,3701,W
95,-0.04,0.1,0.46,0,0,0,-8.27,5.2,0.27,0.04,-0.07,-0.07,0.42,4565683,3738,W
96,-0.04,0.1,0.46,0.07,0.21,-0.07,-8.31,5.27,0.34,0,0,0,0.42,4565723,3778,W
97,-0.11,-0.11,0.53,0,0,0,-8.31,5.27,0.34,-0.11,-0.46,0.15,0.42,4565762,3817,W
98,-0.11,-0.11,0.53,0,0,0,-8.2,5.73,0.19,0.07,-0.12,-0.38,0.42,4565800,3855,W
99,-0.11,-0.11,0.53,0,0,0,-8.27,5.85,0.57,0,0,0,0.42,4565839,3894,W
100,-0.11,-0.11,0.53,1.43,1.61,-2.72,-8.27,5.85,0.57,0,0,0,0.42,4565878,3933,W
101,-1.54,-1.72,3.25,-3.9,-0.9,0.81,-8.27,5.85,0.57,0,0,0,0.42,4565918,3973,W
102,2.36,-0.82,2.44,0,0,0,-8.27,5.85,0.57,8.51,-4.86,-6.55,0.42,4565958,4013,W
103,2.36,-0.82,2.44,0,0,0,-16.78,10.71,7.12,6.24,-0.69,3.94,0.42,4565998,4053,W
104,2.36,-0.82,2.44,1.88,2.21,1.05,-23.02,11.4,3.18,0,0,0,0.42,4566037,4092,W
105,0.48,-3.03,1.39,-2.15,-0.18,0.49,-23.02,11.4,3.18,0,0,0,0.42,4566078,4133,W
106,2.63,-2.85,0.9,0,0,0,-23.02,11.4,3.18,-18.73,9.46,-0.11,0.42,4566118,4173,W
107,2.63,-2.85,0.9,5,-2.72,2.54,-4.29,1.94,3.29,0,0,0,0.42,4566159,4214,W
108,-2.37,-0.13,-1.64,-3.79,0.39,1.43,-4.29,1.94,3.29,-1.84,1.84,7.74,0.42,4566199,4254,W
109,1.42,-0.52,-3.07,0,0,0,-2.45,0.1,-4.45,-1.45,-2.22,-3.26,0.42,4566279,4334,W
110,1.42,-0.52,-3.07,2.21,-1.13,1.14,-1,2.32,-1.19,0,0,0,0.42,4566320,4375,W
111,-0.79,0.61,-4.21,0,0,0,-1,2.32,-1.19,4.9,-8.73,0.65,0.42,4566360,4415,W
112,-0.79,0.61,-4.21,0,0,0,-5.9,11.05,-1.84,1.99,-0.16,0.23,0.42,4566401,4456,W
113,-0.79,0.61,-4.21,0,0,0,-7.89,11.21,-2.07,0,0,0,0.42,4566440,4495,W
114,-0.79,0.61,-4.21,0.17,-0.89,-1.87,-7.89,11.21,-2.07,0,0,0,0.42,4566481,4536,W
115,-0.96,1.5,-2.34,0,0,0,-7.89,11.21,-2.07,-0.3,-8.43,-4.63,0.42,4566523,4578,W
116,-0.96,1.5,-2.34,0,0,0,-7.59,19.64,2.56,-0.35,17.01,-3.68,0.42,4566565,4620,W
117,-0.96,1.5,-2.34,0,0,0,-7.24,2.63,6.24,2.99,-3.1,3.6,0.42,4566607,4662,W
118,-0.96,1.5,-2.34,0,0,0,-10.23,5.73,2.64,-0.04,0.96,1.03,0.42,4566648,4703,W
119,-0.96,1.5,-2.34,-0.76,1.4,-2.63,-10.19,4.77,1.61,0,0,0,0.42,4566687,4742,W
120,-0.2,0.1,0.29,0.13,0.35,-0.39,-10.19,4.77,1.61,0,0,0,0.42,4566729,4784,W
121,-0.33,-0.25,0.68,0,0,0,-10.19,4.77,1.61,-0.92,0,0,0.42,4566769,4824,W
122,-0.33,-0.25,0.68,0,0,0,-9.27,4.77,1.61,-0.73,0.53,0.31,0.42,4566810,4865,W
123,-0.33,-0.25,0.68,0,0,0,-8.54,4.24,1.3,0.04,-0.34,0.19,0.42,4566851,4906,W
124,-0.33,-0.25,0.68,0,0,0,-8.58,4.58,1.11,0,0,0,0.42,4566890,4945,W
125,-0.33,-0.25,0.68,-0.31,-0.1,0.32,-8.58,4.58,1.11,0,0,0,0.42,4566929,4984,W
126,-0.02,-0.15,0.36,0,0,0,-8.58,4.58,1.11,-0.27,-0.19,-0.38,0.42,4566969,5024,W
127,-0.02,-0.15,0.36,0,0,0,-8.31,4.77,1.49,-0.11,-0.23,0.11,0.42,4567010,5065,W
128,-0.02,-0.15,0.36,0,0,0,-8.2,5,1.38,0,0,-0.15,0.42,4567050,5105,W
129,-0.02,-0.15,0.36,0,0,0,-8.2,5,1.53,0,0,0,0.42,4567090,5145,W
130,-0.02,-0.15,0.36,0,0,0,-8.2,5,1.53,-0.04,-0.16,-0.08,0.42,4567129,5184,W
131,-0.02,-0.15,0.36,0.51,1.72,-1.93,-8.16,5.16,1.61,0,0,0,0.42,4567170,5225,W
132,-0.53,-1.87,2.29,0,0,0,-8.16,5.16,1.61,5.9,-1.99,-0.99,0.42,4567209,5264,W
133,-0.53,-1.87,2.29,0,0,0,-14.06,7.15,2.6,-4.71,0.27,-0.54,0.42,4567250,5305,W
134,-0.53,-1.87,2.29,0,0,0,-9.35,6.88,3.14,0,0,0,0.42,4567290,5345,W
135,-0.53,-1.87,2.29,-0.34,-2.58,0.06,-9.35,6.88,3.14,0,0,0,0.42,4567329,5384,W
136,-0.19,0.71,2.23,0,0,0,-9.35,6.88,3.14,-3.99,0.5,3.49,0.42,4567370,5425,W
137,-0.19,0.71,2.23,0,0,0,-5.36,6.38,-0.35,-1.8,-0.96,-1.96,0.42,4567410,5465,W
138,-0.19,0.71,2.23,0,0,0,-3.56,7.34,1.61,0.77,6.05,0.43,0.42,4567451,5506,W
139,-0.19,0.71,2.23,0,0,0,-4.33,1.29,1.18,-2.03,-1.42,-0.81,0.42,4567492,5547,W
140,-0.19,0.71,2.23,0,0,0,-2.3,2.71,1.99,0.84,-2.37,-0.23,0.42,4567531,5586,W
141,-0.19,0.71,2.23,-0.74,-0.17,4.05,-3.14,5.08,2.22,0,0,0,0.42,4567573,5628,W
142,0.55,0.88,-1.82,0,0,0,-3.14,5.08,2.22,1.53,-5.1,-0.84,0.42,4567614,5669,W
143,0.55,0.88,-1.82,0,0,0,-4.67,10.18,3.06,0.46,-0.68,-2.07,0.42,4567655,5710,W
144,0.55,0.88,-1.82,0,0,0,-5.13,10.86,5.13,-4.44,3.52,-0.04,0.42,4567697,5752,W
145,0.55,0.88,-1.82,1.39,-0.21,-1.54,-0.69,7.34,5.17,0,0,0,0.42,4567737,5792,W
146,-0.84,1.09,-0.28,0,0,0,-0.69,7.34,5.17,8.31,0.65,5.17,0.42,4567778,5833,W
147,-0.84,1.09,-0.28,-0.95,1.26,0.08,-9,6.69,0,0,0,0,0.42,4567819,5874,W
148,0.11,-0.17,-0.36,0,0,0,-9,6.69,0,-1.37,0.99,-2.22,0.42,4567860,5915,W
149,0.11,-0.17,-0.36,0,0,0,-7.63,5.7,2.22,0.11,0.27,-0.08,0.42,4567901,5956,W
150,0.11,-0.17,-0.36,0,0,0,-7.74,5.43,2.3,0.08,-0.03,0.31,0.42,4567943,5998,W
151,0.11,-0.17,-0.36,0.13,-0.36,-0.21,-7.82,5.46,1.99,0,0,0,0.42,4567983,6038,W
152,-0.02,0.19,-0.15,0,0,0,-7.82,5.46,1.99,-0.77,0.38,0,0.42,4568025,6080,W
153,-0.02,0.19,-0.15,0,0,0,-7.05,5.08,1.99,1.07,-0.31,0.19,0.42,4568066,6121,W
154,-0.02,0.19,-0.15,0,0,0,-8.12,5.39,1.8,-0.23,0.12,-0.15,0.42,4568109,6164,T
155,-0.02,0.19,-0.15,0,0,0,-7.89,5.27,1.95,0.08,0,0.07,0.42,4568148,6203,T
156,-0.02,0.19,-0.15,-0.03,0.15,-0.17,-7.97,5.27,1.88,0,0,0,0.42,4568188,6243,T
157,0.01,0.04,0.02,0.02,0.04,0.01,-7.97,5.27,1.88,0,0,0,0.42,4568229,6284,T
158,-0.01,0,0.01,0,0,0,-7.97,5.27,1.88,-0.04,-0.04,-0.07,0.42,4568269,6324,T
159,-0.01,0,0.01,0,0,0,-7.93,5.31,1.95,0.04,-0.04,0,0.42,4568309,6364,T
160,-0.01,0,0.01,0,0,0,-7.97,5.35,1.95,0.04,0.04,0.07,0.42,4568349,6404,T
161,-0.01,0,0.01,-0.01,-0.01,-0.01,-8.01,5.31,1.88,0,0,0,0.42,4568388,6443,T
162,0,0.01,0.02,0,-0.01,0.01,-8.01,5.31,1.88,0,0,0,0.42,4568429,6484,T
163,0,0.02,0.01,0,0,0,-8.01,5.31,1.88,-0.04,-0.04,-0.03,0.42,4568469,6524,T
164,0,0.02,0.01,0,0,0,-7.97,5.35,1.91,0,0,0,0.42,4568509,6564,T
165,0,0.02,0.01,0,0,0,-7.97,5.35,1.91,-0.04,0.04,0,0.42,4568550,6605,T
166,0,0.02,0.01,0,0,0,-7.93,5.31,1.91,0,0,0,0.42,4568590,6645,T
167,0,0.02,0.01,0,0,0,-7.93,5.31,1.91,0.04,0,0.03,0.42,4568629,6684,T
168,0,0.02,0.01,-0.03,-0.08,0.02,-7.97,5.31,1.88,0,0,0,0.42,4568669,6724,T
169,0.03,0.1,-0.01,0,0,0,-7.97,5.31,1.88,-0.04,0.04,0.08,0.42,4568709,6764,T
170,0.03,0.1,-0.01,0,0,0,-7.93,5.27,1.8,-0.04,0,-0.11,0.42,4568749,6804,T
171,0.03,0.1,-0.01,-0.03,-0.09,-0.02,-7.89,5.27,1.91,0,0,0,0.42,4568787,6842,T
172,0.06,0.19,0.01,0,-0.03,0.05,-7.89,5.27,1.91,0,0,0,0.42,4568827,6882,T
173,0.06,0.22,-0.04,0,0,0,-7.89,5.27,1.91,0.12,-0.12,0.38,0.42,4568866,6921,T
174,0.06,0.22,-0.04,0,0,0,-8.01,5.39,1.53,-0.04,0.08,0,0.42,4568907,6962,T
175,0.06,0.22,-0.04,0,0,0,-7.97,5.31,1.53,0.65,-0.54,-0.54,0.42,4568947,7002,T
176,0.06,0.22,-0.04,0.24,0.14,0.11,-8.62,5.85,2.07,0,0,0,0.42,4568986,7041,T
177,-0.18,0.08,-0.15,0,0,0,-8.62,5.85,2.07,-0.35,0.73,0.31,0.42,4569026,7081,T
178,-0.18,0.08,-0.15,0,0,0,-8.27,5.12,1.76,-0.03,-0.04,0.27,0.42,4569067,7122,T
179,-0.18,0.08,-0.15,0,0,0,-8.24,5.16,1.49,0.11,0,-0.31,0.42,4569108,7163,T
180,-0.18,0.08,-0.15,0,0,0,-8.35,5.16,1.8,-0.19,-0.07,-0.23,0.42,4569148,7203,T
181,-0.18,0.08,-0.15,-0.06,0.64,-0.15,-8.16,5.23,2.03,0,0,0,0.42,4569187,7242,T
182,-0.12,-0.56,0,-0.09,-0.05,-0.02,-8.16,5.23,2.03,0,0,0,0.42,4569228,7283,T
183,-0.03,-0.51,0.02,0,0,0,-8.16,5.23,2.03,-0.08,0.15,-0.65,0.42,4569269,7324,T
184,-0.03,-0.51,0.02,0,0,0,-8.08,5.08,2.68,-0.3,0,-0.34,0.42,4569309,7364,T
